Series ID,Year,Period,Label,Value
SMU49000000500000003,2020,M02,2020 Feb,27.83
SMU49000000500000003,2020,M03,2020 Mar,28.35
SMU49000000500000003,2020,M04,2020 Apr,28.80
SMU49000000500000003,2020,M05,2020 May,28.06
SMU49000000500000003,2020,M06,2020 Jun,27.83
SMU49000000500000003,2020,M07,2020 Jul,28.43
SMU49000000500000003,2020,M08,2020 Aug,28.81
SMU49000000500000003,2020,M09,2020 Sep,28.84
SMU49000000500000003,2020,M10,2020 Oct,28.61
SMU49000000500000003,2020,M11,2020 Nov,29.38
SMU49000000500000003,2020,M12,2020 Dec,28.79
SMU49000000500000003,2021,M01,2021 Jan,29.33
SMU49000000500000003,2021,M02,2021 Feb,28.92
SMU49000000500000003,2021,M03,2021 Mar,28.73
SMU49000000500000003,2021,M04,2021 Apr,28.99
SMU49000000500000003,2021,M05,2021 May,29.39
SMU49000000500000003,2021,M06,2021 Jun,28.97
SMU49000000500000003,2021,M07,2021 Jul,29.53
SMU49000000500000003,2021,M08,2021 Aug,29.71
SMU49000000500000003,2021,M09,2021 Sep,29.84
SMU49000000500000003,2021,M10,2021 Oct,30.17
SMU49000000500000003,2021,M11,2021 Nov,30.53
SMU49000000500000003,2021,M12,2021 Dec,30.62
SMU49000000500000003,2022,M01,2022 Jan,31.06
SMU49000000500000003,2022,M02,2022 Feb,30.46
SMU49000000500000003,2022,M03,2022 Mar,30.79
SMU49000000500000003,2022,M04,2022 Apr,31.71
SMU49000000500000003,2022,M05,2022 May,31.72
SMU49000000500000003,2022,M06,2022 Jun,31.16
SMU49000000500000003,2022,M07,2022 Jul,31.80
SMU49000000500000003,2022,M08,2022 Aug,31.61
SMU49000000500000003,2022,M09,2022 Sep,31.79
SMU49000000500000003,2022,M10,2022 Oct,32.24
SMU49000000500000003,2022,M11,2022 Nov,32.15
SMU49000000500000003,2022,M12,2022 Dec,32.49
SMU50000000500000003,2020,M01,2020 Jan,26.75
SMU50000000500000003,2020,M02,2020 Feb,26.71
SMU50000000500000003,2020,M03,2020 Mar,26.59
SMU50000000500000003,2020,M04,2020 Apr,28.45
SMU50000000500000003,2020,M05,2020 May,27.99
SMU50000000500000003,2020,M06,2020 Jun,27.80
SMU50000000500000003,2020,M07,2020 Jul,27.44
SMU50000000500000003,2020,M08,2020 Aug,27.46
SMU50000000500000003,2020,M09,2020 Sep,27.72
SMU50000000500000003,2020,M10,2020 Oct,27.75
SMU50000000500000003,2020,M11,2020 Nov,27.52
SMU50000000500000003,2020,M12,2020 Dec,27.70
SMU50000000500000003,2021,M01,2021 Jan,27.86
SMU50000000500000003,2021,M02,2021 Feb,27.87
SMU50000000500000003,2021,M03,2021 Mar,27.83
SMU50000000500000003,2021,M04,2021 Apr,28.04
SMU50000000500000003,2021,M05,2021 May,28.27
SMU50000000500000003,2021,M06,2021 Jun,27.81
SMU50000000500000003,2021,M07,2021 Jul,28.27
SMU50000000500000003,2021,M08,2021 Aug,28.71
SMU50000000500000003,2021,M09,2021 Sep,29.15
SMU50000000500000003,2021,M10,2021 Oct,29.36
SMU50000000500000003,2021,M11,2021 Nov,29.70
SMU50000000500000003,2021,M12,2021 Dec,29.63
SMU50000000500000003,2022,M01,2022 Jan,30.02
SMU50000000500000003,2022,M02,2022 Feb,29.60
SMU50000000500000003,2022,M03,2022 Mar,29.69
SMU50000000500000003,2022,M04,2022 Apr,29.69
SMU50000000500000003,2022,M05,2022 May,29.87
SMU50000000500000003,2022,M06,2022 Jun,29.93
SMU50000000500000003,2022,M07,2022 Jul,29.81
SMU50000000500000003,2022,M08,2022 Aug,30.02
SMU50000000500000003,2022,M09,2022 Sep,30.30
SMU50000000500000003,2022,M10,2022 Oct,30.59
SMU50000000500000003,2022,M11,2022 Nov,30.87
SMU50000000500000003,2022,M12,2022 Dec,31.04
SMU51000000500000003,2020,M01,2020 Jan,29.31
SMU51000000500000003,2020,M02,2020 Feb,29.50
SMU51000000500000003,2020,M03,2020 Mar,29.16
SMU51000000500000003,2020,M04,2020 Apr,30.07
SMU51000000500000003,2020,M05,2020 May,29.75
SMU51000000500000003,2020,M06,2020 Jun,29.20
SMU51000000500000003,2020,M07,2020 Jul,29.62
SMU51000000500000003,2020,M08,2020 Aug,29.85
SMU51000000500000003,2020,M09,2020 Sep,29.93
SMU51000000500000003,2020,M10,2020 Oct,30.20
SMU51000000500000003,2020,M11,2020 Nov,30.82
SMU51000000500000003,2020,M12,2020 Dec,30.26
SMU51000000500000003,2021,M01,2021 Jan,30.49
SMU51000000500000003,2021,M02,2021 Feb,30.88
SMU51000000500000003,2021,M03,2021 Mar,30.33
SMU51000000500000003,2021,M04,2021 Apr,30.53
SMU51000000500000003,2021,M05,2021 May,30.68
SMU51000000500000003,2021,M06,2021 Jun,30.96
SMU51000000500000003,2021,M07,2021 Jul,31.46
SMU51000000500000003,2021,M08,2021 Aug,31.74
SMU51000000500000003,2021,M09,2021 Sep,31.70
SMU51000000500000003,2021,M10,2021 Oct,31.76
SMU51000000500000003,2021,M11,2021 Nov,32.07
SMU51000000500000003,2021,M12,2021 Dec,32.31
SMU51000000500000003,2022,M01,2022 Jan,33.18
SMU51000000500000003,2022,M02,2022 Feb,32.63
SMU51000000500000003,2022,M03,2022 Mar,32.63
SMU51000000500000003,2022,M04,2022 Apr,32.36
SMU51000000500000003,2022,M05,2022 May,32.86
SMU51000000500000003,2022,M06,2022 Jun,32.37
SMU51000000500000003,2022,M07,2022 Jul,32.68
SMU51000000500000003,2022,M08,2022 Aug,32.47
SMU51000000500000003,2022,M09,2022 Sep,32.51
SMU51000000500000003,2022,M10,2022 Oct,33.10
SMU51000000500000003,2022,M11,2022 Nov,32.71
SMU51000000500000003,2022,M12,2022 Dec,32.50
SMU53000000500000003,2020,M01,2020 Jan,34.21
SMU53000000500000003,2020,M02,2020 Feb,34.24
SMU53000000500000003,2020,M03,2020 Mar,34.03
SMU53000000500000003,2020,M04,2020 Apr,35.28
SMU53000000500000003,2020,M05,2020 May,34.92
SMU53000000500000003,2020,M06,2020 Jun,34.15
SMU53000000500000003,2020,M07,2020 Jul,34.33
SMU53000000500000003,2020,M08,2020 Aug,34.59
SMU53000000500000003,2020,M09,2020 Sep,34.60
SMU53000000500000003,2020,M10,2020 Oct,34.59
SMU53000000500000003,2020,M11,2020 Nov,34.76
SMU53000000500000003,2020,M12,2020 Dec,34.76
SMU53000000500000003,2021,M01,2021 Jan,34.55
SMU53000000500000003,2021,M02,2021 Feb,34.54
SMU53000000500000003,2021,M03,2021 Mar,34.17
SMU53000000500000003,2021,M04,2021 Apr,34.78
SMU53000000500000003,2021,M05,2021 May,34.91
SMU53000000500000003,2021,M06,2021 Jun,34.84
SMU53000000500000003,2021,M07,2021 Jul,35.23
SMU53000000500000003,2021,M08,2021 Aug,35.65
SMU53000000500000003,2021,M09,2021 Sep,35.83
SMU53000000500000003,2021,M10,2021 Oct,36.45
SMU53000000500000003,2021,M11,2021 Nov,36.62
SMU53000000500000003,2021,M12,2021 Dec,36.80
SMU53000000500000003,2022,M01,2022 Jan,37.22
SMU53000000500000003,2022,M02,2022 Feb,36.89
SMU53000000500000003,2022,M03,2022 Mar,36.74
SMU53000000500000003,2022,M04,2022 Apr,36.82
SMU53000000500000003,2022,M05,2022 May,37.31
SMU53000000500000003,2022,M06,2022 Jun,37.13
SMU53000000500000003,2022,M07,2022 Jul,37.25
SMU53000000500000003,2022,M08,2022 Aug,37.54
SMU53000000500000003,2022,M09,2022 Sep,37.56
SMU53000000500000003,2022,M10,2022 Oct,38.21
SMU53000000500000003,2022,M11,2022 Nov,38.04
SMU53000000500000003,2022,M12,2022 Dec,38.23
SMU54000000500000003,2020,M01,2020 Jan,23.99
SMU54000000500000003,2020,M02,2020 Feb,24.11
SMU54000000500000003,2020,M03,2020 Mar,24.17
SMU54000000500000003,2020,M04,2020 Apr,25.41
SMU54000000500000003,2020,M05,2020 May,24.90
SMU54000000500000003,2020,M06,2020 Jun,24.49
SMU54000000500000003,2020,M07,2020 Jul,24.37
SMU54000000500000003,2020,M08,2020 Aug,24.29
SMU54000000500000003,2020,M09,2020 Sep,24.33
SMU54000000500000003,2020,M10,2020 Oct,24.42
SMU54000000500000003,2020,M11,2020 Nov,24.75
SMU54000000500000003,2020,M12,2020 Dec,25.01
SMU54000000500000003,2021,M01,2021 Jan,24.92
SMU54000000500000003,2021,M02,2021 Feb,24.75
SMU54000000500000003,2021,M03,2021 Mar,24.75
SMU54000000500000003,2021,M04,2021 Apr,25.33
SMU54000000500000003,2021,M05,2021 May,25.48
SMU54000000500000003,2021,M06,2021 Jun,25.49
SMU54000000500000003,2021,M07,2021 Jul,25.56
SMU54000000500000003,2021,M08,2021 Aug,25.62
SMU54000000500000003,2021,M09,2021 Sep,25.83
SMU54000000500000003,2021,M10,2021 Oct,25.65
SMU54000000500000003,2021,M11,2021 Nov,25.76
SMU54000000500000003,2021,M12,2021 Dec,26.01
SMU54000000500000003,2022,M01,2022 Jan,26.42
SMU54000000500000003,2022,M02,2022 Feb,26.17
SMU54000000500000003,2022,M03,2022 Mar,26.12
SMU54000000500000003,2022,M04,2022 Apr,26.31
SMU54000000500000003,2022,M05,2022 May,26.52
SMU54000000500000003,2022,M06,2022 Jun,26.44
SMU54000000500000003,2022,M07,2022 Jul,26.59
SMU54000000500000003,2022,M08,2022 Aug,26.81
SMU54000000500000003,2022,M09,2022 Sep,27.03
SMU54000000500000003,2022,M10,2022 Oct,27.36
SMU54000000500000003,2022,M11,2022 Nov,27.28
SMU54000000500000003,2022,M12,2022 Dec,27.63
SMU55000000500000003,2020,M01,2020 Jan,27.04
SMU55000000500000003,2020,M02,2020 Feb,27.36
SMU55000000500000003,2020,M03,2020 Mar,27.31
SMU55000000500000003,2020,M04,2020 Apr,28.34
SMU55000000500000003,2020,M05,2020 May,27.99
SMU55000000500000003,2020,M06,2020 Jun,27.30
SMU55000000500000003,2020,M07,2020 Jul,27.29
SMU55000000500000003,2020,M08,2020 Aug,27.36
SMU55000000500000003,2020,M09,2020 Sep,27.49
SMU55000000500000003,2020,M10,2020 Oct,27.74
SMU55000000500000003,2020,M11,2020 Nov,27.82
SMU55000000500000003,2020,M12,2020 Dec,27.86
SMU55000000500000003,2021,M01,2021 Jan,27.87
SMU55000000500000003,2021,M02,2021 Feb,27.94
SMU55000000500000003,2021,M03,2021 Mar,27.87
SMU55000000500000003,2021,M04,2021 Apr,27.86
SMU55000000500000003,2021,M05,2021 May,28.04
SMU55000000500000003,2021,M06,2021 Jun,27.77
SMU55000000500000003,2021,M07,2021 Jul,28.00
SMU55000000500000003,2021,M08,2021 Aug,28.29
SMU55000000500000003,2021,M09,2021 Sep,28.74
SMU55000000500000003,2021,M10,2021 Oct,28.80
SMU55000000500000003,2021,M11,2021 Nov,29.01
SMU55000000500000003,2021,M12,2021 Dec,29.15
SMU55000000500000003,2022,M01,2022 Jan,29.68
SMU55000000500000003,2022,M02,2022 Feb,29.74
SMU55000000500000003,2022,M03,2022 Mar,29.70
SMU55000000500000003,2022,M04,2022 Apr,30.00
SMU55000000500000003,2022,M05,2022 May,30.31
SMU55000000500000003,2022,M06,2022 Jun,29.48
SMU55000000500000003,2022,M07,2022 Jul,29.81
SMU55000000500000003,2022,M08,2022 Aug,29.82
SMU55000000500000003,2022,M09,2022 Sep,30.34
SMU55000000500000003,2022,M10,2022 Oct,30.55
SMU55000000500000003,2022,M11,2022 Nov,30.60
SMU55000000500000003,2022,M12,2022 Dec,30.74
SMU56000000500000003,2020,M01,2020 Jan,26.41
SMU56000000500000003,2020,M02,2020 Feb,26.43
SMU56000000500000003,2020,M03,2020 Mar,26.63
SMU56000000500000003,2020,M04,2020 Apr,27.19
SMU56000000500000003,2020,M05,2020 May,26.87
SMU56000000500000003,2020,M06,2020 Jun,26.41
SMU56000000500000003,2020,M07,2020 Jul,26.26
SMU56000000500000003,2020,M08,2020 Aug,26.56
SMU56000000500000003,2020,M09,2020 Sep,26.70
SMU56000000500000003,2020,M10,2020 Oct,26.53
SMU56000000500000003,2020,M11,2020 Nov,26.85
SMU56000000500000003,2020,M12,2020 Dec,26.96
SMU56000000500000003,2021,M01,2021 Jan,27.18
SMU56000000500000003,2021,M02,2021 Feb,26.93
SMU56000000500000003,2021,M03,2021 Mar,27.39
SMU56000000500000003,2021,M04,2021 Apr,27.30
SMU56000000500000003,2021,M05,2021 May,27.34
SMU56000000500000003,2021,M06,2021 Jun,26.98
SMU56000000500000003,2021,M07,2021 Jul,27.21
SMU56000000500000003,2021,M08,2021 Aug,27.45
SMU56000000500000003,2021,M09,2021 Sep,27.78
SMU56000000500000003,2021,M10,2021 Oct,28.11
SMU56000000500000003,2021,M11,2021 Nov,28.18
SMU56000000500000003,2021,M12,2021 Dec,28.34
SMU56000000500000003,2022,M01,2022 Jan,28.01
SMU56000000500000003,2022,M02,2022 Feb,27.85
SMU56000000500000003,2022,M03,2022 Mar,28.16
SMU56000000500000003,2022,M04,2022 Apr,28.54
SMU56000000500000003,2022,M05,2022 May,28.91
SMU56000000500000003,2022,M06,2022 Jun,28.73
SMU56000000500000003,2022,M07,2022 Jul,28.63
SMU56000000500000003,2022,M08,2022 Aug,28.63
SMU56000000500000003,2022,M09,2022 Sep,28.88
SMU56000000500000003,2022,M10,2022 Oct,28.95
SMU56000000500000003,2022,M11,2022 Nov,28.68
SMU56000000500000003,2022,M12,2022 Dec,28.96
